subject_code,subject_name,term,day,period,instructors,class_id,status,note(特筆事項)
FGN201p,基礎数学演習第二,後学期,,,未定,,out_of_scope,時間割上に曜日・時限の指定なし(集中講義/オンデマンド等の可能性)。対象外として空欄
FGN201r,基礎数学演習第二,後学期,水,2,濱野　哲子,"クラス1,クラス2",filled,
FGN201r,基礎数学演習第二,後学期,水,5,濱野　哲子,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10,クラス11,クラス12",filled,
FGN201r,基礎数学演習第二,後学期,,,未定,,out_of_scope,時間割上に曜日・時限の指定なし(集中講義/オンデマンド等の可能性)。対象外として空欄
FGN202a,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8",filled_fallback,担当教員名が時間割画像内でカタカナ等別表記のため、科目名・曜日・時限の一致のみで判定(担当教員名の直接一致は未確認)
FGN202a,基礎物理学演習第二,後学期,木,5,中井　日佐司,,unresolved,木5限の同じクラス/プログラムに別科目「選択中国語第二、選択独語第二」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
FGN202a,基礎物理学演習第二,後学期,金,1,濱野　哲子,"クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN202b,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8",filled_fallback,担当教員名が時間割画像内でカタカナ等別表記のため、科目名・曜日・時限の一致のみで判定(担当教員名の直接一致は未確認)
FGN202b,基礎物理学演習第二,後学期,木,5,中井　日佐司,,unresolved,木5限の同じクラス/プログラムに別科目「選択中国語第二、選択独語第二」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
FGN202b,基礎物理学演習第二,後学期,金,1,濱野　哲子,"クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN202c,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8",filled_fallback,担当教員名が時間割画像内でカタカナ等別表記のため、科目名・曜日・時限の一致のみで判定(担当教員名の直接一致は未確認)
FGN202c,基礎物理学演習第二,後学期,木,5,中井　日佐司,,unresolved,木5限の同じクラス/プログラムに別科目「選択中国語第二、選択独語第二」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
FGN202c,基礎物理学演習第二,後学期,金,1,濱野　哲子,"クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN202d,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8",filled_fallback,担当教員名が時間割画像内でカタカナ等別表記のため、科目名・曜日・時限の一致のみで判定(担当教員名の直接一致は未確認)
FGN202d,基礎物理学演習第二,後学期,木,5,中井　日佐司,,unresolved,木5限の同じクラス/プログラムに別科目「選択中国語第二、選択独語第二」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
FGN202d,基礎物理学演習第二,後学期,金,1,濱野　哲子,"クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN202e,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8",filled_fallback,担当教員名が時間割画像内でカタカナ等別表記のため、科目名・曜日・時限の一致のみで判定(担当教員名の直接一致は未確認)
FGN202e,基礎物理学演習第二,後学期,木,5,中井　日佐司,,unresolved,木5限の同じクラス/プログラムに別科目「選択中国語第二、選択独語第二」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
FGN202e,基礎物理学演習第二,後学期,金,1,濱野　哲子,"クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN202f,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8",filled_fallback,担当教員名が時間割画像内でカタカナ等別表記のため、科目名・曜日・時限の一致のみで判定(担当教員名の直接一致は未確認)
FGN202f,基礎物理学演習第二,後学期,木,5,中井　日佐司,,unresolved,木5限の同じクラス/プログラムに別科目「選択中国語第二、選択独語第二」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
FGN202f,基礎物理学演習第二,後学期,金,1,濱野　哲子,"クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN202g,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8",filled_fallback,担当教員名が時間割画像内でカタカナ等別表記のため、科目名・曜日・時限の一致のみで判定(担当教員名の直接一致は未確認)
FGN202g,基礎物理学演習第二,後学期,木,5,中井　日佐司,,unresolved,木5限の同じクラス/プログラムに別科目「選択中国語第二、選択独語第二」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
FGN202g,基礎物理学演習第二,後学期,金,1,濱野　哲子,"クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN202h,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8",filled_fallback,担当教員名が時間割画像内でカタカナ等別表記のため、科目名・曜日・時限の一致のみで判定(担当教員名の直接一致は未確認)
FGN202h,基礎物理学演習第二,後学期,木,5,中井　日佐司,,unresolved,木5限の同じクラス/プログラムに別科目「選択中国語第二、選択独語第二」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
FGN202h,基礎物理学演習第二,後学期,金,1,濱野　哲子,"クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN202i,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8",filled_fallback,担当教員名が時間割画像内でカタカナ等別表記のため、科目名・曜日・時限の一致のみで判定(担当教員名の直接一致は未確認)
FGN202i,基礎物理学演習第二,後学期,木,5,中井　日佐司,,unresolved,木5限の同じクラス/プログラムに別科目「選択中国語第二、選択独語第二」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
FGN202i,基礎物理学演習第二,後学期,金,1,濱野　哲子,"クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN202j,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8",filled_fallback,担当教員名が時間割画像内でカタカナ等別表記のため、科目名・曜日・時限の一致のみで判定(担当教員名の直接一致は未確認)
FGN202j,基礎物理学演習第二,後学期,木,5,中井　日佐司,,unresolved,木5限の同じクラス/プログラムに別科目「選択中国語第二、選択独語第二」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
FGN202j,基礎物理学演習第二,後学期,金,1,濱野　哲子,"クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN202k,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8",filled_fallback,担当教員名が時間割画像内でカタカナ等別表記のため、科目名・曜日・時限の一致のみで判定(担当教員名の直接一致は未確認)
FGN202k,基礎物理学演習第二,後学期,木,5,中井　日佐司,,unresolved,木5限の同じクラス/プログラムに別科目「選択中国語第二、選択独語第二」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
FGN202k,基礎物理学演習第二,後学期,金,1,濱野　哲子,"クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN202m,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8",filled_fallback,担当教員名が時間割画像内でカタカナ等別表記のため、科目名・曜日・時限の一致のみで判定(担当教員名の直接一致は未確認)
FGN202m,基礎物理学演習第二,後学期,木,5,中井　日佐司,,unresolved,木5限の同じクラス/プログラムに別科目「選択中国語第二、選択独語第二」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
FGN202m,基礎物理学演習第二,後学期,金,1,濱野　哲子,"クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN202n,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8",filled_fallback,担当教員名が時間割画像内でカタカナ等別表記のため、科目名・曜日・時限の一致のみで判定(担当教員名の直接一致は未確認)
FGN202n,基礎物理学演習第二,後学期,木,5,中井　日佐司,,unresolved,木5限の同じクラス/プログラムに別科目「選択中国語第二、選択独語第二」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
FGN202n,基礎物理学演習第二,後学期,金,1,濱野　哲子,"クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN202p,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8",filled_fallback,担当教員名が時間割画像内でカタカナ等別表記のため、科目名・曜日・時限の一致のみで判定(担当教員名の直接一致は未確認)
FGN202p,基礎物理学演習第二,後学期,木,5,中井　日佐司,,unresolved,木5限の同じクラス/プログラムに別科目「選択中国語第二、選択独語第二」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
FGN202p,基礎物理学演習第二,後学期,金,1,濱野　哲子,"クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN202r,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8",filled_fallback,担当教員名が時間割画像内でカタカナ等別表記のため、科目名・曜日・時限の一致のみで判定(担当教員名の直接一致は未確認)
FGN202r,基礎物理学演習第二,後学期,木,5,中井　日佐司,,unresolved,木5限の同じクラス/プログラムに別科目「選択中国語第二、選択独語第二」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
FGN202r,基礎物理学演習第二,後学期,金,1,濱野　哲子,"クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FRE101z,仏語第一,前学期,月,2,長谷川　朋太郎,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
FRE101z,仏語第一,前学期,月,3,長谷川　朋太郎,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
FRE101z,仏語第一,前学期,月,4,平野　奈津恵,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
FRE201z,仏語第二,後学期,月,2,長谷川　朋太郎,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
FRE201z,仏語第二,後学期,月,3,長谷川　朋太郎,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
FRE201z,仏語第二,後学期,月,4,平野　奈津恵,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GEO201z,宇宙・地球科学,後学期,木,1,菊田　智史,,unresolved,時間割画像の木1限枠で担当教員「菊田　智史」の表記を確認できず、自動判定不可(要個別確認)
GEO201z,宇宙・地球科学,後学期,木,1,柏野　大地,,unresolved,時間割画像の木1限枠で担当教員「柏野　大地」の表記を確認できず、自動判定不可(要個別確認)
GER101z,独語第一,前学期,月,2,中山　純一,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER101z,独語第一,前学期,月,2,岡野　宏,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER101z,独語第一,前学期,月,2,白木　和美,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER101z,独語第一,前学期,月,3,中山　純一,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER101z,独語第一,前学期,月,3,岡野　宏,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER101z,独語第一,前学期,月,3,白木　和美,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER101z,独語第一,前学期,月,4,白木　和美,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER102z,選択独語第一,前学期,木,2,中橋　誠,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER102z,選択独語第一,前学期,木,2,浜田　郷史,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER102z,選択独語第一,前学期,木,5,中橋　誠,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER102z,選択独語第一,前学期,金,5,野内　聡,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER201z,独語第二,後学期,月,2,中山　純一,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER201z,独語第二,後学期,月,2,岡野　宏,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER201z,独語第二,後学期,月,2,白木　和美,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER201z,独語第二,後学期,月,3,中山　純一,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER201z,独語第二,後学期,月,3,岡野　宏,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER201z,独語第二,後学期,月,3,白木　和美,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER201z,独語第二,後学期,月,4,白木　和美,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER202z,選択独語第二,後学期,木,2,中橋　誠,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER202z,選択独語第二,後学期,木,2,浜田　郷史,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER202z,選択独語第二,後学期,木,5,中橋　誠,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER202z,選択独語第二,後学期,金,5,野内　聡,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER301z,独語演習,前学期,月,4,中橋　誠,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER301z,独語演習,前学期,木,1,浜田　郷史,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER301z,独語演習,前学期,金,4,野内　聡,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER401z,独語運用演習,後学期,月,4,中橋　誠,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER401z,独語運用演習,後学期,木,1,浜田　郷史,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GER401z,独語運用演習,後学期,金,4,野内　聡,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
GSE301k,計測工学概論,前学期,木,4,中村　仁,"Mエリア(1クラス),Mエリア(2クラス)",filled,
GSE301k,計測工学概論,前学期,木,4,結城　宏信,"Mエリア(3クラス),Mエリア(4クラス)",filled,
GSE301m,計測工学概論,前学期,木,4,中村　仁,"Mエリア(1クラス),Mエリア(2クラス)",filled,
GSE301m,計測工学概論,前学期,木,4,結城　宏信,"Mエリア(3クラス),Mエリア(4クラス)",filled,
GSE301n,計測工学概論,前学期,木,4,中村　仁,"Mエリア(1クラス),Mエリア(2クラス)",filled,
GSE301n,計測工学概論,前学期,木,4,結城　宏信,"Mエリア(3クラス),Mエリア(4クラス)",filled,
GSE301p,計測工学概論,前学期,木,4,中村　仁,"Mエリア(1クラス),Mエリア(2クラス)",filled,
GSE301p,計測工学概論,前学期,木,4,結城　宏信,"Mエリア(3クラス),Mエリア(4クラス)",filled,
GSE301r,計測工学概論,前学期,木,4,中村　仁,"Mエリア(1クラス),Mエリア(2クラス)",filled,
GSE301r,計測工学概論,前学期,木,4,結城　宏信,"Mエリア(3クラス),Mエリア(4クラス)",filled,
GSE601k,デジタル信号処理,後学期,月,3,渡邉　恵理子,"電子工学プログラム,光工学プログラム",filled,
GSE601k,デジタル信号処理,後学期,月,4,金子　修,"セキュリティ情報学プログラム,計測・制御システムプログラム,先端ロボティクスプログラム,機械システムプログラム",filled,
HSP101z,健康論,前学期,月,3,大河原・栃木・○竹内・○八百・○青木,"クラス1,クラス2",filled,
HSP101z,健康論,前学期,月,4,大河原・栃木・○竹内・○八百・○青木,"クラス9,クラス10",filled,
HSP101z,健康論,前学期,木,3,岡田（英）・栃木・○今野・○服部・○塚本,"クラス11,クラス12",filled,
HSP101z,健康論,前学期,木,4,岡田（英）・栃木・○今野・○服部・○塚本,"クラス7,クラス8",filled,
HSP101z,健康論,前学期,金,3,安藤（創）・狩野・星野・栃木・○早川,"クラス3,クラス4",filled,
HSP101z,健康論,前学期,金,4,安藤（創）・狩野・星野・栃木・○早川,"クラス5,クラス6",filled,
HSP201z,健康・体力つくり実習,後学期,月,3,大河原・○竹内・○八百・○青木,"クラス1,クラス2",filled,
HSP201z,健康・体力つくり実習,後学期,月,4,大河原・○竹内・○八百・○青木,"クラス9,クラス10",filled,
HSP201z,健康・体力つくり実習,後学期,木,3,岡田（英）・○今野・○服部・○塚本,"クラス11,クラス12",filled,
HSP201z,健康・体力つくり実習,後学期,木,4,岡田（英）・○今野・○服部・○塚本,"クラス7,クラス8",filled,
HSP201z,健康・体力つくり実習,後学期,金,3,安藤（創）・狩野・星野・○早川,"クラス3,クラス4",filled,
HSP201z,健康・体力つくり実習,後学期,金,4,安藤（創）・狩野・星野・○早川,"クラス5,クラス6",filled,
HSP301z,生涯スポーツ演習Ａ,前学期,火,2,○田中（茂）・○福家・○宮崎・○大辻・○八幡,"Aクラス,Bクラス,Cクラス",filled,
HSP301z,生涯スポーツ演習Ａ,前学期,火,3,○田中（茂）・○福家・○宮崎・○大辻・○八幡,"I1クラス,I2クラス,I3クラス,I4クラス,I5クラス,I6クラス,Mエリア",filled,
HSP301z,生涯スポーツ演習Ａ,前学期,火,4,○田中（茂）・○福家・○宮崎・○大辻・○八幡,"Mエリア(1クラス),Mエリア(2クラス),Mエリア(3クラス),Mエリア(4クラス)",filled,
HSP301z,生涯スポーツ演習Ａ,前学期,水,1,安藤・○田中（喜）,,unresolved,時間割画像の水1限枠で担当教員「安藤・○田中（喜）」の表記を確認できず、自動判定不可(要個別確認)
HSP301z,生涯スポーツ演習Ａ,前学期,水,2,狩野・○田中（喜）,,unresolved,時間割画像の水2限枠で担当教員「狩野・○田中（喜）」の表記を確認できず、自動判定不可(要個別確認)
HSP401z,生涯スポーツ演習Ｂ,後学期,火,2,○田中（茂）・○福家・○宮崎・○大辻・○八幡,"メディア情報学プログラム,経営・社会情報学プログラム,情報数理工学プログラム,コンピュータサイエンスプログラム,デザイン思考・データサイエンスプログラム",filled,
HSP401z,生涯スポーツ演習Ｂ,後学期,火,3,○田中（茂）・○福家・○宮崎・○大辻・○八幡,"セキュリティ情報学プログラム,情報通信工学プログラム,電子情報学プログラム,計測・制御システムプログラム,先端ロボティクスプログラム",filled,
HSP401z,生涯スポーツ演習Ｂ,後学期,火,4,○田中（茂）・○福家・○宮崎・○大辻・○八幡,"機械システムプログラム,電子工学プログラム,光工学プログラム,物理工学プログラム,化学生命工学プログラム",filled,
HSP401z,生涯スポーツ演習Ｂ,後学期,水,1,星野・○田中（喜）,,unresolved,時間割画像の水1限枠で担当教員「星野・○田中（喜）」の表記を確認できず、自動判定不可(要個別確認)
HSP401z,生涯スポーツ演習Ｂ,後学期,水,2,岡田（英）・〇田中（喜）,,unresolved,時間割画像の水2限枠で担当教員「岡田（英）・〇田中（喜）」の表記を確認できず、自動判定不可(要個別確認)
INS501c,情報通信システム,前学期,月,2,八巻　隼人,"情報数理工学プログラム,コンピュータサイエンスプログラム",filled,
INS501c,情報通信システム,前学期,木,4,内海　彰,"メディア情報学プログラム,経営・社会情報学プログラム,デザイン思考・データサイエンスプログラム",filled,
INS501d,情報通信システム,前学期,月,2,八巻　隼人,"情報数理工学プログラム,コンピュータサイエンスプログラム",filled,
INS501d,情報通信システム,前学期,木,4,内海　彰,"メディア情報学プログラム,経営・社会情報学プログラム,デザイン思考・データサイエンスプログラム",filled,
INT001z,UEC Academic Skills Ⅰ (Computer Literacy),前学期,火,1,Choo　Cheow　Keong,,pending,ルール4: 科目コードの数字と学期(前学期/後学期)が一致しないため個別確認が必要(要保留)
INT001z,UEC Academic Skills Ⅰ (Computer Literacy),後学期,火,1,Choo　Cheow　Keong,,pending,ルール4: 科目コードの数字と学期(前学期/後学期)が一致しないため個別確認が必要(要保留)
KOR101z,韓国朝鮮語第一,前学期,月,2,張　河林,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
KOR101z,韓国朝鮮語第一,前学期,月,3,張　河林,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
KOR101z,韓国朝鮮語第一,前学期,月,4,姜　勝薫,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
KOR201z,韓国朝鮮語第二,後学期,月,2,張　河林,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
KOR201z,韓国朝鮮語第二,後学期,月,3,張　河林,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
KOR201z,韓国朝鮮語第二,後学期,月,4,姜　勝薫,,unresolved,言語選択科目のため、時間割上は特定クラスに紐付けられない(「言語文化基礎科目Ⅱ※注1」等の共通枠に該当)
MCE401i,機械力学および演習,後学期,木,3,田中　一男,,unresolved,同じクラス内で学籍番号(奇数/偶数等)により「機械力学および演習」と「材料力学および演習」に分かれる枠のため、クラス単位のclass_idでは表現できない(画像内表記: 機械力学および演習学籍番号下3桁（xxx～）田中（一） / 機械力学および演習田中（一）)。要個別対応
MCE401i,機械力学および演習,後学期,木,4,田中　一男,先端ロボティクスプログラム,filled,
MCE401i,機械力学および演習,後学期,金,2,小池　卓二,,unresolved,同じクラス内で学籍番号(奇数/偶数等)により「機械力学および演習」と「材料力学および演習」に分かれる枠のため、クラス単位のclass_idでは表現できない(画像内表記: 機械力学および演習学籍番号下3桁（xxx～xxx）小池 / 機械力学および演習小池)。要個別対応
MCE401i,機械力学および演習,後学期,金,3,小池　卓二,,out_of_scope,情報理工学域の時間割画像内に当該科目名の記載が見当たらない(対象外の可能性、要確認)
MCE401j,機械力学および演習,後学期,木,3,田中　一男,,unresolved,同じクラス内で学籍番号(奇数/偶数等)により「機械力学および演習」と「材料力学および演習」に分かれる枠のため、クラス単位のclass_idでは表現できない(画像内表記: 機械力学および演習学籍番号下3桁（xxx～）田中（一） / 機械力学および演習田中（一）)。要個別対応
MCE401j,機械力学および演習,後学期,木,4,田中　一男,先端ロボティクスプログラム,filled,
MCE401j,機械力学および演習,後学期,金,2,小池　卓二,,unresolved,同じクラス内で学籍番号(奇数/偶数等)により「機械力学および演習」と「材料力学および演習」に分かれる枠のため、クラス単位のclass_idでは表現できない(画像内表記: 機械力学および演習学籍番号下3桁（xxx～xxx）小池 / 機械力学および演習小池)。要個別対応
MCE401j,機械力学および演習,後学期,金,3,小池　卓二,,out_of_scope,情報理工学域の時間割画像内に当該科目名の記載が見当たらない(対象外の可能性、要確認)
MCE401k,材料力学および演習,後学期,木,3,松村　隆,,unresolved,同じクラス内で学籍番号(奇数/偶数等)により「材料力学および演習」と「機械力学および演習」に分かれる枠のため、クラス単位のclass_idでは表現できない(画像内表記: 材料力学および演習学籍番号下3桁（xxx～xxx）松村 / 材料力学および演習松村)。要個別対応
MCE401k,材料力学および演習,後学期,木,4,松村　隆,"計測・制御システムプログラム,機械システムプログラム",filled,
MCE401k,材料力学および演習,後学期,金,2,久保木　孝,,unresolved,同じクラス内で学籍番号(奇数/偶数等)により「材料力学および演習」と「機械力学および演習」に分かれる枠のため、クラス単位のclass_idでは表現できない(画像内表記: 材料力学および演習久保木 / 材料力学および演習学籍番号下3桁（xxx～）久保木)。要個別対応
MCE401k,材料力学および演習,後学期,金,3,久保木　孝,,out_of_scope,情報理工学域の時間割画像内に当該科目名の記載が見当たらない(対象外の可能性、要確認)
MCE402i,材料力学および演習,後学期,木,3,松村　隆,,unresolved,同じクラス内で学籍番号(奇数/偶数等)により「材料力学および演習」と「機械力学および演習」に分かれる枠のため、クラス単位のclass_idでは表現できない(画像内表記: 材料力学および演習学籍番号下3桁（xxx～xxx）松村 / 材料力学および演習松村)。要個別対応
MCE402i,材料力学および演習,後学期,木,4,松村　隆,"計測・制御システムプログラム,機械システムプログラム",filled,
MCE402i,材料力学および演習,後学期,金,2,久保木　孝,,unresolved,同じクラス内で学籍番号(奇数/偶数等)により「材料力学および演習」と「機械力学および演習」に分かれる枠のため、クラス単位のclass_idでは表現できない(画像内表記: 材料力学および演習久保木 / 材料力学および演習学籍番号下3桁（xxx～）久保木)。要個別対応
MCE402i,材料力学および演習,後学期,金,3,久保木　孝,,out_of_scope,情報理工学域の時間割画像内に当該科目名の記載が見当たらない(対象外の可能性、要確認)
MCE402j,材料力学および演習,後学期,木,3,松村　隆,,unresolved,同じクラス内で学籍番号(奇数/偶数等)により「材料力学および演習」と「機械力学および演習」に分かれる枠のため、クラス単位のclass_idでは表現できない(画像内表記: 材料力学および演習学籍番号下3桁（xxx～xxx）松村 / 材料力学および演習松村)。要個別対応
MCE402j,材料力学および演習,後学期,木,4,松村　隆,"計測・制御システムプログラム,機械システムプログラム",filled,
